original_name,original_url,POWO_accepted,POWO_name,Names equal?,POWO_rank,POWO_url,POWO_url_full
Rubus gracilis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2980884,TRUE,Rubus pedunculosus,FALSE,Species,/taxon/urn:lsid:ipni.org:names:739024-1,
Rubus hedycarpus subsp. pubescens,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2981278,TRUE,Rubus chloocladus,FALSE,Species,/taxon/urn:lsid:ipni.org:names:735806-1,
Rubus infestus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2982362,TRUE,Rubus fuckelii,FALSE,Species,/taxon/urn:lsid:ipni.org:names:736937-1,
Rubus infestus  holochlous,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2982380,not found,not found,FALSE,not found,not found,
Rubus insericatus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2982434,TRUE,Rubus foliosus,FALSE,Species,/taxon/urn:lsid:ipni.org:names:736866-1,
Rubus insericatus subsp. adornatiformis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2982439,TRUE,Rubus insericatus,FALSE,Species,/taxon/urn:lsid:ipni.org:names:737662-1,
Rubus insericatus subsp. truncifolius,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2982463,TRUE,Rubus aggregatus,FALSE,Species,/taxon/urn:lsid:ipni.org:names:734935-1,
Rubus koehleri subsp. chenonii,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2982711,FALSE,Rubus koehleri subsp. chenonii,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:2982711-4,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2982711-4
Rubus lejeunei subsp. balneariensis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2983078,TRUE,Rubus promachonicus,FALSE,Species,/taxon/urn:lsid:ipni.org:names:739347-1,
Rubus lejeunei subsp. emarginatus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2983084,TRUE,Rubus promachonicus,FALSE,Species,/taxon/urn:lsid:ipni.org:names:739347-1,
Rubus lindleyanus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2983227,TRUE,Rubus lindleyanus,TRUE,Species,/taxon/urn:lsid:ipni.org:names:738080-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:738080-1
Rubus loehrii,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2983285,TRUE,Rubus loehrii,TRUE,Species,/taxon/urn:lsid:ipni.org:names:738113-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:738113-1
Rubus macrophyllus subsp. macrophyllus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3268849,TRUE,Rubus macrophyllus subsp. macrophyllus,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:77233100-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77233100-1
Rubus macrophyllus var. acanthosepalus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2983476,TRUE,Rubus ferox,FALSE,Species,/taxon/urn:lsid:ipni.org:names:60456711-2,
Rubus macrophyllus var. piletostachys,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2983509,TRUE,Rubus macrophyllus subsp. macrophyllus,FALSE,Subspecies,/taxon/urn:lsid:ipni.org:names:77233100-1,
Rubus menkei subsp. bregutiensis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2983774,FALSE,Rubus menkei subsp. bregutiensis,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:2983774-4,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2983774-4
Rubus mucronipetalus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2984254,TRUE,Rubus mucronipetalus,TRUE,Species,/taxon/urn:lsid:ipni.org:names:738511-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:738511-1
Rubus perplexus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2985399,TRUE,Rubus perplexus,TRUE,Species,/taxon/urn:lsid:ipni.org:names:739090-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:739090-1
Rubus projectus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2985941,TRUE,Rubus projectus,TRUE,Species,/taxon/urn:lsid:ipni.org:names:739343-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:739343-1
Rubus promachonicus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2985945,TRUE,Rubus promachonicus,TRUE,Species,/taxon/urn:lsid:ipni.org:names:739347-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:739347-1
Rubus pubescens,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2986194,TRUE,Rubus chloocladus,FALSE,Species,/taxon/urn:lsid:ipni.org:names:735806-1,
Rubus pubescens subsp. pygmadenius,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2986231,TRUE,Rubus pubescens,FALSE,Species,/taxon/urn:lsid:ipni.org:names:284431-2,
Rubus pyramidalis var. obesus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2986400,TRUE,Rubus umbrosus,FALSE,Species,/taxon/urn:lsid:ipni.org:names:77222014-1,
Rubus pyramidalis var. sitiens,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2986405,TRUE,Rubus umbrosus,FALSE,Species,/taxon/urn:lsid:ipni.org:names:77222014-1,
Rubus radula,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2986492,TRUE,Rubus radula,TRUE,Species,/taxon/urn:lsid:ipni.org:names:739634-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:739634-1
Rubus radula  pustulatus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2986571,not found,not found,FALSE,not found,not found,
Rubus radula var. polybelus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2986569,TRUE,Rubus radula,FALSE,Species,/taxon/urn:lsid:ipni.org:names:739634-1,
Rubus radula var. raduliflorus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2986573,TRUE,Rubus radula,FALSE,Species,/taxon/urn:lsid:ipni.org:names:739634-1,
Rubus rhombifolius subsp. sampaianus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2986789,TRUE,Rubus sampaioanus,FALSE,Species,/taxon/urn:lsid:ipni.org:names:739959-1,
Rubus rudis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2987208,TRUE,Rubus rudis,TRUE,Species,/taxon/urn:lsid:ipni.org:names:2987212-4,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2987212-4
Rubus rudis var. megaladenes,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2987235,TRUE,Rubus rudis,FALSE,Species,/taxon/urn:lsid:ipni.org:names:739884-1,
Rubus sampaioanus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2987360,TRUE,Rubus sampaioanus,TRUE,Species,/taxon/urn:lsid:ipni.org:names:739959-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:739959-1
Rubus schleicheri,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2987513,TRUE,Rubus schleicheri,TRUE,Species,/taxon/urn:lsid:ipni.org:names:740030-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:740030-1
Rubus schleicheri  chloroxylon,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2987534,not found,not found,FALSE,not found,not found,
Rubus schleicheri subsp. inaequabilis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2987579,TRUE,Rubus schleicheri,FALSE,Species,/taxon/urn:lsid:ipni.org:names:740030-1,
Rubus schleicheri subsp. mucronipetalus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2987606,TRUE,Rubus mucronipetalus,FALSE,Species,/taxon/urn:lsid:ipni.org:names:738511-1,
Rubus schmidelyanus subsp. teretiusculus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2987691,FALSE,Rubus schmidelyanus subsp. teretiusculus,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:2987691-4,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2987691-4
Rubus serpens,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2988018,FALSE,Rubus serpens,TRUE,Species,/taxon/urn:lsid:ipni.org:names:2988020-4,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2988020-4
Rubus serpens subsp. napophiloides,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2988161,TRUE,Rubus serpens,FALSE,Species,/taxon/urn:lsid:ipni.org:names:740309-1,
Rubus serpens var. chlorostachys,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2988059,TRUE,Rubus perplexus,FALSE,Species,/taxon/urn:lsid:ipni.org:names:739090-1,
Rubus serpens var. elongatifolius,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2988085,TRUE,Rubus elongatifolius,FALSE,Species,/taxon/urn:lsid:ipni.org:names:736508-1,
Rubus serpens var. puripulvis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2988181,TRUE,Rubus perplexus,FALSE,Species,/taxon/urn:lsid:ipni.org:names:739090-1,
Rubus tereticaulis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2988998,TRUE,Rubus tereticaulis,TRUE,Species,/taxon/urn:lsid:ipni.org:names:740797-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:740797-1
Rubus tereticaulis fo. ovalifolius,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2989083,not found,not found,FALSE,not found,not found,
Rubus tereticaulis subsp. argutipilus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2989007,TRUE,Rubus tereticaulis,FALSE,Species,/taxon/urn:lsid:ipni.org:names:740797-1,
Rubus tereticaulis var. scythicus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2989106,TRUE,Rubus tereticaulis,FALSE,Species,/taxon/urn:lsid:ipni.org:names:740797-1,
Rubus teretiusculus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2989127,TRUE,Rubus teretiusculus,TRUE,Species,/taxon/urn:lsid:ipni.org:names:2989128-4,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2989128-4
Rubus timbal-lagravei,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2989381,TRUE,Rubus timbal-lagravei,TRUE,Species,/taxon/urn:lsid:ipni.org:names:740847-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:740847-1
Rubus timbal-lagravei subsp. occitanicus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2989387,TRUE,Rubus timbal-lagravei,FALSE,Species,/taxon/urn:lsid:ipni.org:names:740847-1,
Rubus tomentosus subsp. lloydianus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2989490,TRUE,Rubus aetnicus,FALSE,Species,/taxon/urn:lsid:ipni.org:names:77205599-1,
Rubus ulmifolius,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2989693,TRUE,Rubus ulmifolius,TRUE,Species,/taxon/urn:lsid:ipni.org:names:740983-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:740983-1
Rubus ulmifolius subsp. dilatatifolius,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2989774,TRUE,Rubus ulmifolius,FALSE,Species,/taxon/urn:lsid:ipni.org:names:740982-1,
Rubus ulmifolius subsp. heteromorphus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2989806,TRUE,Rubus ulmifolius,FALSE,Species,/taxon/urn:lsid:ipni.org:names:740982-1,
Rubus ulmifolius var. enoplostachys,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2989784,TRUE,Rubus ulmifolius,FALSE,Species,/taxon/urn:lsid:ipni.org:names:740982-1,
Rubus umbrosus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2989922,TRUE,Rubus umbrosus,TRUE,Species,/taxon/urn:lsid:ipni.org:names:928179-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:928179-1
Rubus villicaulis var. marchicus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2990279,TRUE,Rubus gracilis,FALSE,Species,/taxon/urn:lsid:ipni.org:names:737109-1,
Rubus wirtgenii,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2990627,TRUE,Rubus wirtgenii,TRUE,Species,/taxon/urn:lsid:ipni.org:names:741281-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:741281-1
Rudgea pungens,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:497621,TRUE,Rudgea pungens,TRUE,Species,/taxon/urn:lsid:ipni.org:names:77149705-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77149705-1
Rufodorsia intermedia,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2425995,TRUE,Rufodorsia intermedia,TRUE,Species,/taxon/urn:lsid:ipni.org:names:224335-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:224335-2
Rumex patientia subsp. orientalis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2869533,TRUE,Rumex patientia subsp. orientalis,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:77250370-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77250370-1
Ruppia maritima,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:308804,TRUE,Ruppia maritima,TRUE,Species,/taxon/urn:lsid:ipni.org:names:224565-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:224565-2
Ruppia rostellata,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:308808,TRUE,Ruppia maritima,FALSE,Species,/taxon/urn:lsid:ipni.org:names:224565-2,
Ruscus aculeatus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:286704,TRUE,Galanthus bursanus,FALSE,Species,/taxon/urn:lsid:ipni.org:names:60478400-2,
Sagina apetala,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2485158,TRUE,Sagina apetala,TRUE,Species,/taxon/urn:lsid:ipni.org:names:156411-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:156411-1
Sagina apetala subsp. ciliata,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2908318,TRUE,Sagina apetala,FALSE,Species,/taxon/urn:lsid:ipni.org:names:156411-1,
Sagina linnaei,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2485344,TRUE,Sagina saginoides,FALSE,Species,/taxon/urn:lsid:ipni.org:names:156521-1,
Sagina saginoides,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2485284,TRUE,Sagina saginoides,TRUE,Species,/taxon/urn:lsid:ipni.org:names:156521-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:156521-1
Sagittaria sagittifolia,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:287474,TRUE,Sagittaria sagittifolia,TRUE,Species,/taxon/urn:lsid:ipni.org:names:30074004-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30074004-2
Sagittaria sagittifolia var. angustata,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:341350,FALSE,Sagittaria sagittifolia var. angustata,TRUE,Variety,/taxon/urn:lsid:ipni.org:names:77290313-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77290313-1
Salicornia europaea,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2480947,TRUE,Salicornia europaea,TRUE,Species,/taxon/urn:lsid:ipni.org:names:166520-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:166520-1
Salicornia herbacea var. appressa,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2869637,FALSE,Salicornia herbacea var. appressa,TRUE,Variety,/taxon/urn:lsid:ipni.org:names:2869637-4,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2869637-4
Salicornia herbacea var. patula,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3297554,TRUE,Salicornia perennans subsp. perennans,FALSE,Subspecies,/taxon/urn:lsid:ipni.org:names:77225537-1,
Salicornia perennans subsp. perennans,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3259202,TRUE,Salicornia perennans subsp. perennans,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:77225537-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77225537-1
Salix alba var. vitellina,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2921470,TRUE,Salix × fragilis f. vitellina,FALSE,Form,/taxon/urn:lsid:ipni.org:names:77187455-1,
Salix aurita,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2918622,TRUE,Salix aurita,TRUE,Species,/taxon/urn:lsid:ipni.org:names:777119-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:777119-1
Salix aurita var. microphylla,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2927053,TRUE,Salix aurita,FALSE,Species,/taxon/urn:lsid:ipni.org:names:777119-1,
Salix aurita var. uliginosa,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2927055,TRUE,Salix aurita,FALSE,Species,/taxon/urn:lsid:ipni.org:names:777119-1,
Salix capreola,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2919157,TRUE,Salix × capreola,FALSE,Species,/taxon/urn:lsid:ipni.org:names:777260-1,
Salix cinerea,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2919014,TRUE,Salix aurita,FALSE,Species,/taxon/urn:lsid:ipni.org:names:777119-1,
Salix cinerea var. aquatica,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3235628,TRUE,Salix cinerea,FALSE,Species,/taxon/urn:lsid:ipni.org:names:301107-2,
Salix eleagnos,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2917943,TRUE,Salix eleagnos,TRUE,Species,/taxon/urn:lsid:ipni.org:names:777510-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:777510-1
Salix gmelinii,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2921578,TRUE,Salix gmelinii,TRUE,Species,/taxon/urn:lsid:ipni.org:names:777685-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:777685-1
Salix interior,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2918539,TRUE,Salix interior,TRUE,Species,/taxon/urn:lsid:ipni.org:names:777862-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:777862-1
Salix purpurea subsp. purpurea,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3265746,TRUE,Salix purpurea subsp. purpurea,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:77231435-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77231435-1
Salix purpurea var. helix,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2931488,TRUE,Salix purpurea subsp. purpurea,FALSE,Subspecies,/taxon/urn:lsid:ipni.org:names:77231435-1,
Salix repens,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2920604,TRUE,Salix argyrocarpa,FALSE,Species,/taxon/urn:lsid:ipni.org:names:302636-2,
Salix repens subsp. argentea,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2925851,TRUE,Salix repens subsp. argentea,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:77251679-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77251679-1
Salix repens subsp. repens,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3265744,TRUE,Salix repens subsp. repens,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:77231841-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77231841-1
Salix repens var. argentea,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2925849,TRUE,Salix repens subsp. argentea,FALSE,Subspecies,/taxon/urn:lsid:ipni.org:names:77251679-1,
Salix repens var. fusca,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2928644,TRUE,Salix repens subsp. repens,FALSE,Subspecies,/taxon/urn:lsid:ipni.org:names:77231841-1,
Salix rubra,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2920371,TRUE,Salix interior,FALSE,Species,/taxon/urn:lsid:ipni.org:names:777862-1,
Salix smithiana,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2920399,FALSE,Salix smithiana,TRUE,Species,/taxon/urn:lsid:ipni.org:names:778870-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:778870-1
Salix triandra fo. glaucophylla,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3287089,not found,not found,FALSE,not found,not found,
Salix triandra var. discolor,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2921654,TRUE,Salix triandra f. glaucophylla,FALSE,Form,/taxon/urn:lsid:ipni.org:names:3287089-4,
Salix x capreola,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2919157,TRUE,Salix × capreola,FALSE,Species,/taxon/urn:lsid:ipni.org:names:777260-1,
Salix x fragilis fo. vitellina,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3223560,not found,not found,FALSE,not found,not found,
Salsola kali,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2481347,TRUE,Salsola kali,TRUE,Species,/taxon/urn:lsid:ipni.org:names:303401-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303401-2
Salvia pratensis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:183565,TRUE,Salvia pratensis,TRUE,Species,/taxon/urn:lsid:ipni.org:names:457007-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:457007-1
Salvia verbenaca,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:184123,TRUE,Ophrys apifera,FALSE,Species,/taxon/urn:lsid:ipni.org:names:647746-1,
Salvia verbenaca var. multifida,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:375292,TRUE,Salvia verbenaca,FALSE,Species,/taxon/urn:lsid:ipni.org:names:457495-1,
Sambucus nigra,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2486519,TRUE,Dypsis bejofo,FALSE,Species,/taxon/urn:lsid:ipni.org:names:985329-1,
Sambucus nigra var. rotundifolia,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3004096,FALSE,Sambucus nigra var. rotundifolia,TRUE,Variety,/taxon/urn:lsid:ipni.org:names:60468279-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60468279-2
Sanguisorba,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2990700,FALSE,Sanguisorba vulgaris f. mauritanica,FALSE,Form,/taxon/urn:lsid:ipni.org:names:2991027-4,
Sanguisorba minor,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2990832,TRUE,Sanguisorba minor,TRUE,Species,/taxon/urn:lsid:ipni.org:names:741394-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:741394-1
Saponaria officinalis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2484914,TRUE,Saponaria officinalis,TRUE,Species,/taxon/urn:lsid:ipni.org:names:156627-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:156627-1
Saponaria officinalis var. glaberrima,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3253128,FALSE,Saponaria officinalis var. glaberrima,TRUE,Variety,/taxon/urn:lsid:ipni.org:names:3253128-4,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3253128-4
Satureja calamintha,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:185500,TRUE,Clinopodium nepeta subsp. spruneri,FALSE,Subspecies,/taxon/urn:lsid:ipni.org:names:77113937-1,
Saxifraga caesia,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2584783,TRUE,Saxifraga caesia,TRUE,Species,/taxon/urn:lsid:ipni.org:names:793342-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:793342-1
Saxifraga exarata,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2584064,TRUE,Saxifraga exarata,TRUE,Species,/taxon/urn:lsid:ipni.org:names:793626-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:793626-1
Saxifraga geum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2583479,TRUE,Saxifraga × geum,FALSE,Species,/taxon/urn:lsid:ipni.org:names:793714-1,
Saxifraga pubescens subsp. pubescens,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3261150,TRUE,Saxifraga pubescens subsp. pubescens,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:77227744-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227744-1
Saxifraga x geum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2583479,TRUE,Saxifraga × geum,FALSE,Species,/taxon/urn:lsid:ipni.org:names:793714-1,
Scabiosa columbaria subsp. columbaria,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3261291,TRUE,Scabiosa columbaria subsp. columbaria,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:77227194-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227194-1
Scabiosa columbaria subsp. pratensis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2593689,TRUE,Scabiosa columbaria subsp. pratensis,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:60478757-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60478757-2
Scabiosa columbaria var. pratensis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2933372,FALSE,Scabiosa columbaria var. pratensis,TRUE,Variety,/taxon/urn:lsid:ipni.org:names:2933372-4,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2933372-4
Scandix pecten-veneris fo. pinnatifida,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3005275,not found,not found,FALSE,not found,not found,
Scandix stellata,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2479055,TRUE,Scandix stellata,TRUE,Species,/taxon/urn:lsid:ipni.org:names:848049-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:848049-1
Scirpoides holoschoenus subsp. holoschoenus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:263644,TRUE,Scirpoides holoschoenus subsp. holoschoenus,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:77171573-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77171573-1
Scirpus caespitosus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:263846,FALSE,Scirpus caespitosus,TRUE,Species,/taxon/urn:lsid:ipni.org:names:313308-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:313308-1
Scirpus cespitosus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:263912,TRUE,Eleocharis quinqueflora,FALSE,Species,/taxon/urn:lsid:ipni.org:names:307064-1,
Scirpus compressus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:263959,TRUE,Eleocharis ovata,FALSE,Species,/taxon/urn:lsid:ipni.org:names:1086076-2,
Scirpus holoschoenus  australis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:544193,not found,not found,FALSE,not found,not found,
Scirpus maritimus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:264448,FALSE,Scirpus maritimus,TRUE,Species,/taxon/urn:lsid:ipni.org:names:313875-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:313875-1
